please_indicate_what_best_describes_you_,What_outsourced_public_service,What_outsourced_public_service/garbage_waste_disposal,What_outsourced_public_service/fresh_water_supply,What_outsourced_public_service/cleaning_of_business_environme,What_outsourced_public_service/use_of_car_parking_space,What_outsourced_public_service/AUTOMATIC,please_specify,name_of_your_county_government_,group_qo7it23/the_county_government_will_have_modern_looking_equipment_,group_qo7it23/the_physical_facilities_at_county_government_offices_will_be_visually_appealing_,group_qo7it23/employees_at_county_government_offices_will_be_neat_in_their_appearance_,group_qo7it23/materials_associated_with_the_service_pamphlets_or_statements_will_be_visually_appealing_at_county_government_offices_,group_qo7it23/when_the_county_government_promises_to_do_something_by_a_certain_time_they_do_,group_qo7it23/when_a_customer_has_a_problem_county_government_officers_will_show_a_sincere_interest_in_solving_it_,group_qo7it23/county_government_officers_will_perform_the_service_right_the_first_time_,group_qo7it23/the_county_government_will_provide_the_service_at_the_time_they_promise_to_do_so_,group_qo7it23/the_county_government_will_insist_on_error_free_records_,group_qo7it23/employees_of_the_county_government_will_tell_customers_exactly_when_services_will_be_performed_,group_qo7it23/employees_of_the_county_government_will_give_prompt_service_to_customers_,group_qo7it23/employees_of_the_county_government_will_always_be_willing_to_help_customers_,group_qo7it23/employees_of_the_county_government_will_never_be_too_busy_to_respond_to_customers_requests_,group_qo7it23/the_behavior_of_employees_in_the_county_government_offices_will_instil_confidence_in_customers_,group_qo7it23/customers_of_county_government_will_feel_safe_in_transactions_,group_qo7it23/employees_of_the_county_government_will_be_consistently_courteous_with_customers_,group_qo7it23/employees_of_the_county_government_will_have_the_knowledge_to_answer_customers_questions_,group_qo7it23/county_government_officers_will_give_customers_individual_attention_,group_qo7it23/county_governments_will_have_operating_hours_convenient_to_all_their_customers_,group_qo7it23/county_governments_will_have_employees_who_give_customers_personal_service_,group_qo7it23/county_governments_will_have_their_customers_best_interest_at_heart_,group_qo7it23/the_employees_of_the_county_government_will_understand_the_specific_needs_of_their_customers_,group_my4qi80/the_county_government_has_modern_looking_equipment_,group_my4qi80/the_county_government_s_physical_features_are_visually_appealing_,group_my4qi80/the_county_government_s_reception_desk_employees_are_neat_appearing_,group_my4qi80/materials_associated_with_the_service_such_as_pamphlets_or_statements_are_visually_appealing_at_the_county_government_offices_,group_my4qi80/when_the_county_government_promises_to_do_something_by_a_certain_time_it_does_so_,group_my4qi80/when_you_have_a_problem_the_county_government_employees_show_a_sincere_interest_in_solving_it_,group_my4qi80/the_county_government_performs_the_service_right_the_first_time_,group_my4qi80/the_county_government_provides_its_service_at_the_time_it_promises_to_do_so_,group_my4qi80/the_county_government_insists_on_error_free_records_,group_my4qi80/employees_in_the_county_government_offices_tell_you_exactly_when_the_services_will_be_performed_,group_my4qi80/employees_in_the_county_government_offices_give_you_prompt_service_,group_my4qi80/employees_in_the_county_government_offices_are_always_willing_to_help_you_,group_my4qi80/employees_in_the_county_government_offices_are_never_too_busy_to_respond_to_your_request_,group_my4qi80/the_behavior_of_employees_in_the_county_government_offices_instils_confidence_in_you_,group_my4qi80/you_feel_safe_in_your_transactions_with_the_county_government_officers_,group_my4qi80/employees_of_the_county_government_are_consistently_courteous_with_you_,group_my4qi80/employees_of_the_county_government_have_the_knowledge_to_answer_your_questions_,group_my4qi80/employees_of_the_county_government_give_you_individual_attention_,group_my4qi80/the_county_government_has_operating_hours_convenient_to_all_its_customers_,group_my4qi80/the_county_government_has_employees_who_give_you_personal_attention_,group_my4qi80/the_county_government_has_your_best_interests_at_heart_,group_my4qi80/the_employees_of_the_county_government_understand_your_specific_needs_,start,end,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes
resident_custo,fresh_water_supply use_of_car_parking_space,FALSE,TRUE,FALSE,TRUE,FALSE,,nairobi_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,option_5,option_5,disagree,option_5,option_5,option_5,option_5,option_5,option_5,neutral,disagree,option_5,option_5,option_5,disagree,disagree,option_5,option_5,option_5,option_5,option_5,2016-02-25T10:45:21.167+03,2016-02-25T10:47:41.975+03,uuid:45be1277-a3e2-4b6d-9a58-52b39d1ff6c2,629886,45be1277-a3e2-4b6d-9a58-52b39d1ff6c2,2016-02-25T07:47:56,61,,-1,,
business_custo,garbage_waste_disposal cleaning_of_business_environme use_of_car_parking_space,TRUE,FALSE,TRUE,TRUE,FALSE,,nairobi_county,strongly_agree,agree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agree,neutral,agree,disagree,strongly_disag,disagree,neutral,neutral,option_5,disagree,disagree,neutral,option_5,option_5,option_5,option_5,disagree,disagree,option_5,disagree,disagree,option_5,disagree,disagree,neutral,disagree,agree,disagree,disagree,disagree,2016-02-25T10:47:54.635+03,2016-02-25T10:50:30.997+03,uuid:72cc0086-677f-45d0-a678-c0c226ed36b2,629889,72cc0086-677f-45d0-a678-c0c226ed36b2,2016-02-25T07:50:47,62,,-1,,
business_custo,garbage_waste_disposal cleaning_of_business_environme,TRUE,FALSE,TRUE,FALSE,FALSE,,nairobi_county,agree,agree,neutral,neutral,disagree,disagree,disagree,disagree,neutral,neutral,neutral,neutral,neutral,agree,neutral,agree,agree,neutral,agree,disagree,neutral,neutral,disagree,agree,agree,neutral,disagree,neutral,disagree,neutral,neutral,neutral,agree,agree,neutral,neutral,disagree,agree,neutral,neutral,option_5,agree,disagree,agree,2016-02-25T10:51:30.896+03,2016-02-25T10:54:47.298+03,uuid:266d0297-e049-44c9-94d2-e5b58a3d17d3,629892,266d0297-e049-44c9-94d2-e5b58a3d17d3,2016-02-25T07:54:50,63,,-1,,
business_custo,cleaning_of_business_environme,FALSE,FALSE,TRUE,FALSE,FALSE,,nairobi_county,agree,agree,neutral,disagree,disagree,strongly_disag,strongly_disag,strongly_disag,strongly_disag,strongly_disag,disagree,disagree,strongly_disag,disagree,strongly_disag,strongly_disag,neutral,strongly_disag,strongly_disag,disagree,strongly_disag,strongly_disag,disagree,neutral,neutral,neutral,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,2016-02-25T10:55:06.270+03,2016-02-25T10:57:33.794+03,uuid:045bbf9f-027e-4591-92f8-6455ad2d3a3b,629898,045bbf9f-027e-4591-92f8-6455ad2d3a3b,2016-02-25T07:57:44,64,,-1,,
business_custo,cleaning_of_business_environme,FALSE,FALSE,TRUE,FALSE,FALSE,,nairobi_county,agree,agree,neutral,agree,disagree,agree,agree,agree,agree,agree,agree,agree,neutral,agree,agree,agree,agree,neutral,neutral,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,agree,agree,agree,strongly_agree,strongly_agree,2016-02-25T10:57:46.477+03,2016-02-25T11:00:28.033+03,uuid:bc81502c-5c3b-460e-8a9b-6eacca3de576,629904,bc81502c-5c3b-460e-8a9b-6eacca3de576,2016-02-25T08:00:41,65,,-1,,
resident_custo,use_of_car_parking_space,FALSE,FALSE,FALSE,TRUE,FALSE,,nairobi_county,neutral,agree,agree,agree,strongly_disag,disagree,disagree,disagree,strongly_disag,strongly_disag,disagree,neutral,neutral,disagree,neutral,neutral,agree,disagree,agree,agree,agree,agree,neutral,neutral,agree,agree,neutral,neutral,agree,neutral,agree,neutral,neutral,neutral,agree,neutral,agree,agree,agree,agree,agree,agree,neutral,neutral,2016-02-25T11:00:43.318+03,2016-02-25T11:03:36.009+03,uuid:37b77401-1054-49ae-a30c-2ea5b247f1b2,629906,37b77401-1054-49ae-a30c-2ea5b247f1b2,2016-02-25T08:03:49,66,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,nairobi_county,strongly_agree,strongly_agree,agree,neutral,strongly_agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,agree,strongly_agree,neutral,neutral,strongly_agree,agree,strongly_agree,neutral,agree,option_5,disagree,neutral,disagree,option_5,option_5,option_5,option_5,disagree,disagree,disagree,disagree,option_5,disagree,disagree,disagree,neutral,disagree,agree,neutral,disagree,option_5,2016-02-25T11:06:22.258+03,2016-02-25T11:09:44.925+03,uuid:a0629e55-718a-4c90-ac52-4a638c78145c,629910,a0629e55-718a-4c90-ac52-4a638c78145c,2016-02-25T08:09:58,67,,-1,,
resident_custo,fresh_water_supply use_of_car_parking_space,FALSE,TRUE,FALSE,TRUE,FALSE,,nairobi_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,neutral,strongly_agree,strongly_agree,agree,agree,agree,neutral,neutral,strongly_agree,neutral,option_5,disagree,neutral,neutral,option_5,option_5,disagree,disagree,option_5,disagree,disagree,disagree,option_5,option_5,option_5,option_5,neutral,option_5,neutral,disagree,option_5,neutral,2016-02-25T11:10:05.474+03,2016-02-25T11:12:20.103+03,uuid:f27a25f7-6585-4e68-8891-f7deff8eebb0,629911,f27a25f7-6585-4e68-8891-f7deff8eebb0,2016-02-25T08:12:33,68,,-1,,
resident_custo,fresh_water_supply,FALSE,TRUE,FALSE,FALSE,FALSE,,nairobi_county,agree,neutral,neutral,neutral,strongly_agree,strongly_agree,neutral,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,neutral,strongly_agree,strongly_agree,strongly_agree,neutral,agree,strongly_agree,agree,disagree,option_5,neutral,option_5,option_5,option_5,option_5,option_5,option_5,neutral,disagree,option_5,disagree,option_5,option_5,neutral,option_5,option_5,neutral,option_5,option_5,option_5,2016-02-25T11:12:56.190+03,2016-02-25T11:16:04.705+03,uuid:9caf2e1d-5cef-472f-b49a-45ce97b41db7,629915,9caf2e1d-5cef-472f-b49a-45ce97b41db7,2016-02-25T08:16:13,69,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,nairobi_county,neutral,agree,neutral,agree,disagree,disagree,disagree,disagree,agree,agree,neutral,disagree,neutral,neutral,agree,agree,neutral,neutral,disagree,neutral,neutral,agree,disagree,disagree,neutral,neutral,disagree,disagree,disagree,neutral,neutral,disagree,neutral,neutral,neutral,disagree,disagree,disagree,neutral,neutral,disagree,neutral,disagree,neutral,2016-02-25T11:16:16.748+03,2016-02-25T11:19:03.356+03,uuid:662c52b4-8d6d-42b4-a9a6-360f32c2429a,629919,662c52b4-8d6d-42b4-a9a6-360f32c2429a,2016-02-25T08:19:16,70,,-1,,
business_custo,fresh_water_supply cleaning_of_business_environme,FALSE,TRUE,TRUE,FALSE,FALSE,,nairobi_county,agree,neutral,agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,neutral,strongly_agree,strongly_agree,strongly_agree,neutral,strongly_agree,strongly_agree,neutral,agree,disagree,neutral,neutral,disagree,disagree,disagree,disagree,neutral,disagree,disagree,neutral,agree,neutral,neutral,disagree,disagree,agree,neutral,disagree,agree,2016-02-25T11:51:31.763+03,2016-02-25T11:53:36.308+03,uuid:eec49abf-f6d9-468b-8280-297dc5936cd7,631304,eec49abf-f6d9-468b-8280-297dc5936cd7,2016-02-25T13:45:01,71,,-1,,
business_custo,garbage_waste_disposal cleaning_of_business_environme use_of_car_parking_space,TRUE,FALSE,TRUE,TRUE,FALSE,,nairobi_county,agree,agree,neutral,neutral,disagree,neutral,neutral,neutral,neutral,neutral,agree,neutral,agree,disagree,neutral,agree,agree,neutral,agree,neutral,neutral,agree,neutral,neutral,agree,neutral,disagree,disagree,disagree,disagree,disagree,disagree,option_5,disagree,disagree,disagree,disagree,neutral,neutral,disagree,agree,neutral,neutral,option_5,2016-02-25T16:24:34.043+03,2016-02-25T16:27:07.815+03,uuid:1f50002e-7e10-4aa9-a1b7-4124c99943ac,631305,1f50002e-7e10-4aa9-a1b7-4124c99943ac,2016-02-25T13:45:01,72,,-1,,
resident_custo,garbage_waste_disposal,TRUE,FALSE,FALSE,FALSE,FALSE,,nairobi_county,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,strongly_agree,option_5,disagree,agree,neutral,disagree,neutral,neutral,neutral,disagree,disagree,disagree,neutral,neutral,disagree,neutral,neutral,neutral,disagree,neutral,option_5,disagree,disagree,2016-02-27T20:11:49.589+03,2016-02-27T20:14:33.349+03,uuid:090d8577-7cda-422e-8284-1c8d59a35188,647986,090d8577-7cda-422e-8284-1c8d59a35188,2016-02-27T17:14:54,73,,-1,,
resident_custo,garbage_waste_disposal,TRUE,FALSE,FALSE,FALSE,FALSE,,nairobi_county,neutral,disagree,disagree,neutral,strongly_disag,disagree,disagree,strongly_disag,strongly_disag,strongly_disag,disagree,disagree,strongly_disag,strongly_disag,disagree,disagree,strongly_disag,strongly_disag,strongly_disag,disagree,strongly_disag,strongly_disag,disagree,neutral,agree,agree,option_5,disagree,disagree,option_5,option_5,option_5,disagree,disagree,disagree,option_5,disagree,disagree,disagree,disagree,option_5,disagree,option_5,disagree,2016-02-27T20:14:40.274+03,2016-02-27T20:17:12.941+03,uuid:f17ad309-d7ce-42f9-b961-14c1049d70e7,647995,f17ad309-d7ce-42f9-b961-14c1049d70e7,2016-02-27T17:17:27,74,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,nairobi_county,neutral,agree,strongly_agree,agree,disagree,disagree,strongly_disag,strongly_disag,disagree,neutral,neutral,neutral,disagree,strongly_disag,agree,neutral,neutral,neutral,strongly_agree,agree,neutral,agree,agree,agree,strongly_agree,strongly_agree,option_5,disagree,option_5,option_5,disagree,agree,option_5,disagree,option_5,option_5,neutral,disagree,agree,neutral,strongly_agree,agree,disagree,disagree,2016-02-27T20:17:26.658+03,2016-02-27T20:21:25.645+03,uuid:f27ada43-b4f2-414f-a585-cee44b112a17,647999,f27ada43-b4f2-414f-a585-cee44b112a17,2016-02-27T17:21:39,75,,-1,,
business_custo,fresh_water_supply,FALSE,TRUE,FALSE,FALSE,FALSE,,nairobi_county,agree,neutral,strongly_agree,neutral,disagree,disagree,agree,disagree,strongly_agree,disagree,agree,neutral,strongly_agree,neutral,agree,disagree,neutral,strongly_disag,strongly_disag,neutral,strongly_disag,disagree,neutral,agree,agree,strongly_agree,neutral,disagree,option_5,disagree,strongly_agree,neutral,neutral,disagree,disagree,disagree,disagree,neutral,neutral,disagree,agree,neutral,disagree,disagree,2016-02-27T20:21:36.434+03,2016-02-27T20:24:00.110+03,uuid:f9bf0095-e384-43ae-9162-c7cf02a12883,648001,f9bf0095-e384-43ae-9162-c7cf02a12883,2016-02-27T17:24:15,76,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme,TRUE,TRUE,TRUE,FALSE,FALSE,,nairobi_county,agree,disagree,strongly_disag,neutral,strongly_disag,strongly_disag,neutral,strongly_disag,strongly_disag,strongly_disag,strongly_disag,strongly_disag,strongly_disag,neutral,strongly_disag,strongly_disag,strongly_disag,strongly_agree,strongly_agree,strongly_disag,strongly_disag,strongly_disag,strongly_agree,option_5,option_5,strongly_agree,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,2016-02-27T20:24:08.597+03,2016-02-27T20:26:46.433+03,uuid:e70daad2-0f16-4e9d-9153-f099fb5b61bb,648002,e70daad2-0f16-4e9d-9153-f099fb5b61bb,2016-02-27T17:27:00,77,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,nairobi_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disag,strongly_disag,disagree,strongly_agree,disagree,agree,strongly_disag,strongly_disag,disagree,strongly_disag,agree,strongly_agree,disagree,strongly_disag,disagree,strongly_disag,strongly_disag,strongly_disag,strongly_agree,strongly_agree,strongly_agree,strongly_agree,option_5,neutral,strongly_agree,option_5,option_5,agree,disagree,disagree,option_5,option_5,option_5,disagree,option_5,option_5,option_5,option_5,option_5,option_5,2016-02-27T20:26:53.383+03,2016-02-27T20:29:14.100+03,uuid:eb2e6728-8238-4822-acf1-15b76ad4734a,648004,eb2e6728-8238-4822-acf1-15b76ad4734a,2016-02-27T17:29:24,78,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,nairobi_county,agree,disagree,agree,neutral,agree,disagree,disagree,disagree,disagree,disagree,neutral,agree,disagree,agree,disagree,disagree,disagree,agree,neutral,agree,disagree,disagree,agree,agree,disagree,disagree,neutral,disagree,agree,disagree,disagree,agree,agree,option_5,agree,disagree,agree,neutral,neutral,disagree,agree,neutral,strongly_agree,disagree,2016-02-27T20:29:21.748+03,2016-02-27T20:31:43.615+03,uuid:4a329e98-70e7-4fb9-934c-d0bb79ff2f96,648005,4a329e98-70e7-4fb9-934c-d0bb79ff2f96,2016-02-27T17:32:05,79,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme,TRUE,TRUE,TRUE,FALSE,FALSE,,nairobi_county,strongly_agree,agree,agree,neutral,strongly_disag,disagree,disagree,disagree,agree,agree,disagree,disagree,agree,agree,agree,agree,neutral,agree,strongly_agree,agree,agree,neutral,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,neutral,disagree,disagree,agree,agree,agree,disagree,disagree,disagree,2016-02-27T20:31:57.739+03,2016-02-27T20:34:31.937+03,uuid:c78bd0d8-1d2d-41cf-8a49-8ff199493aae,648012,c78bd0d8-1d2d-41cf-8a49-8ff199493aae,2016-02-27T17:34:47,80,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,nairobi_county,strongly_agree,agree,agree,agree,strongly_agree,agree,agree,strongly_agree,agree,agree,agree,agree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,disagree,disagree,strongly_disag,option_5,option_5,disagree,disagree,option_5,option_5,option_5,option_5,disagree,disagree,disagree,disagree,option_5,option_5,option_5,option_5,option_5,option_5,disagree,disagree,disagree,option_5,2016-02-27T20:34:44.063+03,2016-02-27T20:36:48.528+03,uuid:e9e43444-e93a-4260-af95-c7ae9c0c0261,648019,e9e43444-e93a-4260-af95-c7ae9c0c0261,2016-02-27T17:37:04,81,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,nairobi_county,agree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,neutral,agree,neutral,neutral,agree,agree,agree,agree,agree,neutral,agree,agree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,neutral,agree,neutral,neutral,agree,agree,agree,agree,agree,neutral,agree,2016-02-27T20:37:21.997+03,2016-02-27T20:39:40.185+03,uuid:fd854682-059d-404e-be8d-4a94594e181c,648021,fd854682-059d-404e-be8d-4a94594e181c,2016-02-27T17:39:50,82,,-1,,
resident_custo,garbage_waste_disposal cleaning_of_business_environme,TRUE,FALSE,TRUE,FALSE,FALSE,,nairobi_county,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,agree,agree,agree,neutral,strongly_agree,strongly_agree,disagree,disagree,neutral,neutral,disagree,option_5,disagree,option_5,disagree,option_5,disagree,disagree,disagree,disagree,neutral,disagree,disagree,agree,agree,neutral,disagree,disagree,2016-02-27T20:39:47.857+03,2016-02-27T20:42:26.680+03,uuid:a5326416-f493-4651-9c75-d62c5d0b0417,648023,a5326416-f493-4651-9c75-d62c5d0b0417,2016-02-27T17:42:38,83,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,nairobi_county,agree,neutral,strongly_agree,agree,neutral,neutral,agree,agree,agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,neutral,agree,agree,agree,agree,neutral,agree,agree,agree,agree,strongly_agree,neutral,agree,neutral,agree,agree,strongly_agree,neutral,agree,agree,neutral,agree,agree,agree,strongly_agree,agree,agree,agree,neutral,2016-02-27T20:42:45.058+03,2016-02-27T20:45:06.155+03,uuid:10ef8852-a301-4a41-a952-5b712f7fcb22,648042,10ef8852-a301-4a41-a952-5b712f7fcb22,2016-02-27T17:45:21,84,,-1,,
business_custo,fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,FALSE,TRUE,TRUE,TRUE,FALSE,,nairobi_county,agree,neutral,agree,disagree,strongly_disag,disagree,disagree,neutral,disagree,strongly_disag,disagree,strongly_disag,disagree,neutral,disagree,strongly_disag,neutral,disagree,neutral,disagree,disagree,disagree,disagree,agree,neutral,agree,strongly_agree,strongly_agree,agree,strongly_agree,neutral,neutral,strongly_agree,agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,option_5,neutral,agree,2016-02-27T20:45:17.165+03,2016-02-27T20:48:06.343+03,uuid:f9644d30-2200-466c-a884-9c6e0545aa5d,648044,f9644d30-2200-466c-a884-9c6e0545aa5d,2016-02-27T17:48:09,85,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,nairobi_county,agree,agree,agree,strongly_agree,strongly_disag,neutral,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,strongly_agree,strongly_agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,neutral,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,neutral,disagree,disagree,disagree,2016-02-27T20:48:18.197+03,2016-02-27T20:50:46.452+03,uuid:260da426-bfd1-4d85-8dd1-dd9bbb3adba2,648100,260da426-bfd1-4d85-8dd1-dd9bbb3adba2,2016-02-27T17:51:02,86,,-1,,
business_custo,fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,FALSE,TRUE,TRUE,TRUE,FALSE,,nairobi_county,neutral,disagree,agree,disagree,agree,agree,neutral,disagree,neutral,strongly_agree,neutral,disagree,neutral,strongly_agree,agree,agree,agree,neutral,neutral,disagree,agree,strongly_disag,neutral,agree,option_5,strongly_agree,neutral,agree,neutral,agree,agree,agree,neutral,disagree,disagree,strongly_agree,neutral,neutral,disagree,strongly_agree,disagree,strongly_agree,disagree,agree,2016-02-27T20:50:53.092+03,2016-02-27T20:54:03.734+03,uuid:9fbf487e-de29-4010-9109-fd1d66106592,648101,9fbf487e-de29-4010-9109-fd1d66106592,2016-02-27T17:54:26,87,,-1,,
resident_custo,fresh_water_supply,FALSE,TRUE,FALSE,FALSE,FALSE,,nairobi_county,strongly_agree,neutral,neutral,strongly_agree,strongly_disag,strongly_disag,strongly_disag,strongly_disag,strongly_disag,strongly_disag,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,disagree,disagree,disagree,option_5,neutral,neutral,disagree,option_5,option_5,option_5,option_5,neutral,neutral,neutral,neutral,strongly_agree,strongly_agree,neutral,agree,agree,agree,neutral,option_5,option_5,option_5,2016-02-27T20:54:21.492+03,2016-02-27T20:57:19.278+03,uuid:9285f55b-dcff-48f0-997c-198b71e6e4e9,648106,9285f55b-dcff-48f0-997c-198b71e6e4e9,2016-02-27T17:57:35,88,,-1,,
resident_custo,use_of_car_parking_space,FALSE,FALSE,FALSE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,neutral,agree,agree,agree,agree,agree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,disagree,disagree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agree,agree,agree,agree,agree,agree,neutral,agree,agree,agree,agree,agree,neutral,neutral,neutral,neutral,2016-03-07T14:52:08.834+03,2016-03-07T14:54:40.695+03,uuid:105891b0-2f8b-4572-aa6d-ef7924672911,690812,105891b0-2f8b-4572-aa6d-ef7924672911,2016-03-07T12:24:32,89,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,neutral,neutral,neutral,agree,agree,agree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agree,agree,agree,2016-03-07T14:55:08.008+03,2016-03-07T14:57:14.183+03,uuid:7c6dc29f-7f88-46b0-8efc-1e3e72e1ae06,690814,7c6dc29f-7f88-46b0-8efc-1e3e72e1ae06,2016-03-07T12:24:33,90,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,neutral,strongly_agree,neutral,agree,agree,neutral,agree,agree,agree,agree,neutral,neutral,neutral,neutral,agree,agree,agree,neutral,neutral,neutral,neutral,neutral,agree,agree,agree,agree,agree,agree,agree,neutral,agree,agree,agree,agree,agree,agree,neutral,neutral,neutral,2016-03-07T14:57:34.694+03,2016-03-07T14:59:50.870+03,uuid:d004f7a0-eea3-45ad-aea8-6ed1ebfaae3a,690815,d004f7a0-eea3-45ad-aea8-6ed1ebfaae3a,2016-03-07T12:24:34,91,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,neutral,neutral,agree,neutral,strongly_disag,disagree,strongly_disag,disagree,strongly_disag,neutral,neutral,neutral,disagree,disagree,neutral,disagree,agree,disagree,strongly_disag,neutral,strongly_disag,neutral,neutral,neutral,strongly_agree,agree,neutral,neutral,neutral,option_5,option_5,option_5,neutral,disagree,neutral,neutral,option_5,neutral,neutral,option_5,neutral,disagree,neutral,neutral,2016-03-07T15:00:15.363+03,2016-03-07T15:03:15.175+03,uuid:a21068d1-e908-4c47-a72f-b45c6f9954fc,690816,a21068d1-e908-4c47-a72f-b45c6f9954fc,2016-03-07T12:24:35,92,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,strongly_agree,agree,agree,strongly_agree,strongly_disag,agree,neutral,agree,neutral,strongly_agree,agree,agree,neutral,neutral,strongly_disag,strongly_disag,disagree,neutral,disagree,strongly_disag,neutral,neutral,disagree,neutral,neutral,disagree,option_5,option_5,option_5,option_5,neutral,disagree,disagree,option_5,option_5,option_5,option_5,disagree,disagree,neutral,disagree,disagree,option_5,option_5,2016-03-07T15:06:21.870+03,2016-03-07T15:08:49.490+03,uuid:3a2d943e-4ddf-4440-ba17-b72a43896359,690817,3a2d943e-4ddf-4440-ba17-b72a43896359,2016-03-07T12:24:36,93,,-1,,
